melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090
-0.2238000254	-0.2437902448	-0.9860723002	-0.03611885435	0.5799259776	0.3657614959	0.256980866	-0.03345921559	-0.4139354079	0.311997423	0.208160681	0.6275352566	0.6002712472	0.455776416	0.5277457511	-0.9255029232	1.416117672	0.6096238902	-0.1012920955	0.5183221863	0.2258920178	-1.854821836	-0.5977431635	0.380994652	-0.1355712615	-0.06837527528	-1.77882732	-0.8329704561	-1.529143127	0.6255204309	0.1832391878	0.5146440344	-2.045893049	-0.06842173325	0.2857271595	-1.698265074	-1.129841131	0.4195861628	1.185638782	-0.2869487295	-0.5947984607	-0.7846913964	-2.356594566	1.431325021	0.7899072386	-3.154578894	1.314777491	-0.1669510893	-0.01483187051	0.08756764208	0.0009098793013	-0.9033426306	-0.2900216662	3.111443697	-0.4296951963	0.6034090443	1.751902568	0.1137373097	0.375618213	1.143246048	-0.2050209995	0.8253877948	-1.654470602	0.01310322064	0.1492156859	-1.027122121	0.001814252931	0.1578774037	0.1202985515	1.974081401	0.1587981559	0.480108426	-0.5934244995	0.3607214742	-0.07920707047	-0.9501897056	0.1718556154	0.256750002	1.736118208	-0.80371293	-0.2075508562	0.196017556	-0.8104896608	-0.2962833788	-1.342954317	-0.8467945647	0.6730840178	-1.003607907	-0.2190142289	1.533678072	2.57744862
-0.2182450403	-0.1977251418	-0.9028592406	-0.07979934255	0.3886649562	-0.08333455634	-0.05733825133	-0.01650565878	-0.5243859366	0.7567135619	0.02488535004	1.541676875	-0.1907764252	-0.3445916646	-0.01156084358	-1.250898405	0.9220712839	0.2507564486	-0.1454135026	1.818205878	1.860222004	-2.148611888	-0.4621318889	-0.09781274114	0.5728031437	-0.7830771347	-1.081660776	-0.4507732587	-1.759735749	0.5122362032	1.59105653	0.3004793539	-2.032779743	1.353413175	-0.4480607991	-1.803964827	-0.5168535991	0.5117582094	0.7180961712	0.7075149976	-0.2284791795	1.19690936	-1.910839118	0.8661002991	0.8955202865	-2.815043042	1.013083294	-0.08782898776	-0.9266254712	0.5902168614	0.09381570203	-0.5374846033	-0.45029354	1.356569492	0.4218710004	0.1875756206	1.25244548	-0.4899130604	-0.2051872145	0.1591480762	-0.7499096583	0.008216798892	-1.856258994	-0.3992811328	-0.3381277331	-0.9443687261	-0.3983032212	0.3139948443	0.2317981276	0.6221119245	-0.832559349	0.1457726694	-0.9441747848	0.3089902734	-0.6484270088	-0.2896021086	0.01733350697	0.1592721033	1.605254101	-0.04840143069	-0.7021833555	-0.4067739696	-0.3480645516	0.08297513001	-0.6021877098	-0.8311442904	0.3514382036	-2.265831874	-0.1538217401	0.1349492592	1.458920225
-0.264734576	-0.3636991215	-0.7486514598	-0.7315389913	0.00823195047	-0.0232197477	0.175296971	0.5420324697	-0.2498568619	0.5606335114	-0.6298210324	0.8277989751	0.3672831652	0.4736779252	-0.5507823463	-0.6520055238	0.5759926448	-0.1287660988	-0.5224646188	0.3098524423	0.2939909033	-1.231195837	-1.041956152	-0.7182448113	0.3290901328	-0.2412092113	1.030015346	0.05209712097	-1.258977223	0.5032942751	0.680536512	0.08443310501	-0.4006144187	0.2797532105	-0.166827384	-1.354722979	-0.6556173223	0.8201864676	0.1258671057	0.8948891591	0.4320599843	0.03706250588	-0.7496836824	1.460465565	0.8186087985	-1.466584564	1.319003507	0.05506501585	-0.4818257166	-0.387321136	0.2938961136	-0.1495282234	-0.3436247155	0.3112583574	0.7244370527	-0.967363366	1.387764694	0.6235086106	0.5387425082	-0.0815855655	-1.231012744	0.2482999006	-0.5405589436	-0.4611083011	-0.3249192027	-0.6050501959	0.05437454727	0.4251765821	-0.2095396338	-0.2110391721	-0.7890879587	0.3148721587	-1.530000586	-0.08709506005	-0.8587721896	-0.5145490685	-1.361204379	-0.5530693654	-0.30780968	0.1977471515	-1.307400798	-0.6511282602	0.5024838527	-0.05932362135	0.07403809354	-0.747092718	-0.3215253609	-1.658706775	0.5521495008	0.6998252579	-0.03120725044
-0.1573960902	-0.5384633609	-0.640385919	-0.9784776517	0.1459932071	0.04857348265	0.1531067384	0.7536468891	0.0971740078	0.2700905631	-0.01718787601	-0.5607015558	0.2157290475	0.1947777035	-0.5160004389	-0.5072010823	0.3168305782	0.3871848374	0.006896378993	-0.3297290649	0.7000065583	-0.9807184137	-0.9504236858	-1.208433416	0.1228508216	0.6177372388	0.9975535063	-0.8422295297	-0.6600598556	0.3765594113	-0.06651326805	-0.04692098201	-0.1717164235	-0.06983470715	0.7375473016	-0.04357409981	0.1757240036	0.7245190002	-0.1437701704	-1.354922618	1.159998936	0.1224928112	-0.4399822075	1.440029123	0.5029027756	-1.287141669	0.6522892193	0.1846841148	0.4445755306	-0.6823313832	0.04097251366	-1.585289221	-0.6366565929	-0.4497323381	-0.02375958593	0.258354656	2.588051979	0.216613743	0.1061530811	1.033695568	-1.122848559	-0.0584560667	-1.327344463	0.4747647642	-0.8102808382	-0.6748838943	-0.6567700782	1.113933628	-0.3007738782	0.3280242625	-0.09962779137	0.7122002861	0.02184442775	-0.6337297191	-0.009607950927	-0.6804456887	0.1794356888	1.44628932	-0.3234904876	0.2732273189	-0.6534857693	-0.7596207365	0.2515969129	1.186460719	-0.1332879349	0.134912252	-0.3192374325	-0.2101700384	2.343726388	0.853645267	-0.1673793095
-0.282622568	-0.3667451536	-0.7331980362	-0.9689823861	-0.01280152768	-0.04715200519	0.1315057676	0.723220428	0.2413023224	0.5435623312	-0.5613861936	0.2095400522	0.5474429677	0.6525225309	-0.7991626178	-0.8807760331	0.2308968688	-0.3896041528	-0.7435260017	0.2463294315	0.1211173169	-0.8027516333	-1.414493225	-0.6330474185	0.112071829	0.3492987519	0.5509374869	-0.6300257252	-0.4144340519	1.069637506	0.7394657982	0.3199232564	0.7445210717	0.5347149603	0.0005044076862	-0.4592344565	0.2307092792	1.35297002	-0.01319897441	0.2286732452	0.8884541181	0.08635254947	-0.3131151299	1.961772057	1.114306978	-1.030302445	1.035953989	0.0707370243	0.3311438283	-0.9143948559	0.4696207841	-0.02366989801	0.4817328115	0.7236856285	0.9238895255	0.05742001621	3.753421423	-0.2156667711	-0.08381943935	0.063987822	-1.173238355	0.1684954638	-0.3667186109	0.5949850758	-1.383478751	-0.4810845145	-0.3173246899	0.7182297207	-0.4195479687	0.07620456086	-0.7641660812	0.3555700347	-0.5458262311	-0.2594562923	0.5146113971	0.9196617009	0.0102209	0.5510166024	0.2875278199	0.1064765428	-0.4216874351	-0.06491031936	0.09590141471	1.459545635	0.4322709933	0.331168678	-0.5621642287	-1.555744409	0.7146999254	0.9590440793	-0.909124624
0.09050500632	-0.7746166291	-1.09974825	-0.8255167838	0.1146878195	0.3528641413	0.240243753	0.5497267827	0.348867106	0.2982402735	-0.3056944287	-0.3403970886	0.6498953266	0.5380616368	0.005080360723	-1.045927696	0.5687702774	0.2480748995	-0.16489302	0.02420536478	-0.8162748005	-0.1033893712	-1.50419794	-0.06005032027	-0.3895379403	0.5052863631	-0.5214556014	-0.5649883499	-0.1695536237	1.059833539	0.5998001258	0.7805693126	0.2935466472	0.2189265992	0.1615511518	-0.462287686	-0.02354190646	1.290250591	0.09396621636	-0.2900725677	1.120820603	-0.4793924332	0.4763570892	2.768860023	0.6504251089	-0.7527055693	0.9058145292	-0.588494415	0.09833861733	-1.12354838	0.2318752644	0.3440372549	0.652169532	1.618302231	1.43055492	0.762253117	2.044652177	0.4084605069	-0.4381236501	0.4823015479	-1.031234674	0.07648050178	-1.267467643	0.3548063381	-1.019561156	-0.7164890055	-0.356775579	1.339866568	-0.7852807547	0.8388629974	-0.4479159591	0.4489923972	0.05263376895	0.2648447165	0.8540103994	-0.5512469893	-0.1999520858	-0.6616769054	-0.6168851214	0.4290439108	0.04315975655	-0.1464438605	0.3938138778	1.105073066	0.5536491188	0.6251902052	-0.5570029306	-1.008181156	0.7180428761	1.684937229	-0.4368188653
0.001049986952	-0.6773670927	-0.772160611	-0.3081263117	0.001138052614	0.009625326906	-0.2042156789	0.7653970302	0.01573768425	0.6156229275	-0.08393556899	0.9947551351	-0.5268559117	-0.5698373779	0.435022597	-1.149985561	1.139749098	0.08261407238	-0.1325121767	1.865459395	1.345316084	0.07398298022	-0.7684051645	0.007227521619	0.1935246468	1.083268457	0.4826697825	-0.5274523981	-0.3610959138	0.9685075878	1.999220437	0.9907143491	-0.08545741562	2.102651989	-0.475386956	0.0657742637	-0.07618684234	0.6892651788	-0.02035872201	1.246400344	1.890395681	1.11202839	0.7447040655	2.215564753	0.2501401664	-0.31321521	0.486509343	-0.5090421933	0.1420188656	0.4811392819	0.2026168773	0.4664318202	0.4965477019	1.112337948	1.739260636	0.1716096945	0.4103095925	-0.1117342059	-1.177221119	-0.5522801657	-1.478826317	-0.5351056887	-1.724268728	0.07623766525	-0.620589486	0.1966274493	-0.5050310483	1.65976236	-0.3600573698	0.7312223907	-0.6463050141	0.3911232948	-0.5569945757	0.05749421317	0.542469908	0.6048818565	-0.6135498142	-0.5612521893	-0.2449795155	0.5843070846	-0.03271252382	-0.980856427	0.4025193641	0.2664016286	0.1668392278	-0.2207043173	0.04147858489	-1.480719127	-0.4042877378	1.227743111	-0.9926909013
-0.02161823754	-0.4930144745	-1.008799178	-0.4811678163	-0.2035104217	0.0444975651	0.3570035506	0.742637978	0.03123934121	0.2772204095	-0.7750194157	1.42399577	0.4162755881	0.3940280725	0.3198549022	-0.8915889999	1.497726605	-0.7144275552	-0.359498545	1.015849761	0.8345763923	0.2295844108	-0.09187719921	0.7052931441	0.009906968363	1.683485426	-1.464625286	-0.5290477452	-0.431758521	1.034953818	0.7118690837	0.9610514998	0.1878312714	0.04845716036	-0.5535366764	0.7103177118	-0.4106334699	0.9186523957	-0.1215223444	0.5375739624	0.5097066467	-0.1672428664	0.729132613	2.507261645	0.6010700686	-0.1948247258	1.104213423	-0.8316415662	-0.1108722868	-0.3425576599	0.5848829801	-0.1646274709	0.8163717499	0.6554255865	1.069760246	-0.164130792	-0.7853324769	1.054260068	-0.9341937038	-0.2279470943	-1.825987449	0.3335672832	-0.4410136197	-0.3158523211	-0.1970057936	-0.326034221	0.4609058638	0.4594579015	0.2850626138	-0.2955233702	-1.092674547	0.6686988762	-0.1974987046	0.6296763833	0.08302435308	0.5380163909	-0.6965338538	-1.642668916	0.2494359124	0.04933876045	0.7308179649	-0.304228449	-0.2550233729	0.3748094755	-0.4803354533	-0.02416302467	-0.2150283544	-1.828551028	-0.5164054567	1.022302474	-0.3292473338
0.1879942748	-0.7752573797	-1.19096472	-0.5987747467	-0.09555394798	0.1008234838	0.2603779099	0.2381860463	0.1860567758	0.05152018777	-0.290528968	0.366401276	0.249761062	0.7134352456	0.6668840826	-1.12829822	1.335973122	0.4955188054	-0.08915400634	0.1571201204	-0.1158417322	-0.4655048327	-0.5185030199	0.7091796618	-0.7147806225	1.318264504	-2.416016954	-0.3638710071	-0.6709479968	1.017120535	0.09999106463	0.5010620415	-0.1504984609	-0.7104582369	0.7871666123	1.150141744	-0.2694755025	0.3506203899	-0.5942842932	-0.4617514685	-0.3141287173	-0.2890964207	0.6941532693	1.87410435	0.2699960563	-0.2486525693	1.109520009	-0.6249857988	-0.3980511014	-0.5923004769	0.1577737688	-0.4479904034	0.8173454714	-0.8412145829	0.04475319326	0.05524698928	-1.046977945	1.136814248	-0.9287452764	0.7339430188	-1.657621667	0.3694932191	-1.907553008	-0.718322848	-0.4136224984	-0.8774380539	0.03218125308	-0.3792867068	0.09363504888	-0.6833079435	-0.5199445948	0.4380172596	-0.3090309257	0.955873657	0.5552127557	-1.467652247	0.7092785267	-1.564326661	0.6927648827	0.177610321	0.5586345927	-0.1874380993	-0.8447113748	0.4609688631	-0.07780494895	-0.09088276146	0.6230616385	-1.330744497	-0.07862010411	1.680989167	0.4440457099
0.1111104899	-0.7916995232	-0.8000616611	-0.5934397549	-0.07902397597	-0.1011086438	-0.2326389568	-0.1348069194	0.1115060387	0.1708881858	0.3443457316	0.7538157708	-0.8449711602	-0.3105605533	0.4700439016	-1.668277728	0.6781572123	0.8939675819	0.08904433492	1.152457849	0.5465475365	-0.7088352483	-1.180735091	-0.07849292795	-0.8199388676	0.3870199017	-1.588340545	0.1285195368	0.2484784401	0.6404351841	0.8170139003	0.4223249962	-0.2827883997	0.6613998031	-0.007570203156	1.170084149	0.5107682236	0.3548094096	0.1783112353	0.655429488	0.5195948112	1.574544537	0.4073384479	0.6993315168	-0.3291019767	0.3051647439	0.8807374211	-0.6831703475	-1.257141316	0.468081533	0.1688016238	-0.3857828955	0.8046238188	-1.475047462	-0.003642059358	0.03359298374	-1.139545728	0.197350921	-0.2293392147	0.7043861637	-1.664635404	-0.4235225826	-1.94648763	-0.8610104984	-0.4615571133	0.1415746624	0.1968558299	0.5105926267	0.1841865019	-0.5136074465	-0.4141777741	0.1556450443	-0.3670777617	0.06854127534	0.3187608184	-0.9502347899	0.6005303556	0.07318794571	-0.03299992667	0.7243187942	-0.9014508596	-0.5442430293	-0.1872850236	-0.07505631914	0.8571661312	0.3393176962	1.188647771	-0.5353419862	-0.416827403	1.188739336	-0.2921179225
